sep=;
source_id;event_id;source_title;source_type;source_role;publication_date;source_url;notes
"SRC0564";"B00.10.05";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0565";"B00.10.05";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0566";"B00.10.06";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0567";"B00.10.06";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0568";"B00.10.06";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0569";"B00.10.07";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0570";"B00.10.07";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0571";"B00.10.07";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0572";"B00.10.08";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0573";"B00.10.08";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0574";"B00.10.08";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0575";"B00.10.09";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0576";"B00.10.09";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0577";"B00.10.09";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0578";"B00.10.10";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0579";"B00.10.10";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0580";"B00.10.10";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0581";"B00.10.11";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0582";"B00.10.11";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0583";"B00.10.11";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0584";"B00.10.12";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0585";"B00.10.12";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0586";"B00.10.12";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0587";"B00.10.13";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0588";"B00.10.13";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0589";"B00.10.13";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0590";"B00.10.14";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0591";"B00.10.14";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0592";"B00.10.14";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0593";"B00.10.15";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0594";"B00.10.15";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0595";"B00.10.15";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0596";"B00.10.16";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0597";"B00.10.16";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0598";"B00.10.16";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0599";"B00.10.17";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0600";"B00.10.17";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0601";"B00.10.17";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0602";"B00.10.18";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0603";"B00.10.18";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0604";"B00.10.18";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0611";"B00.10.21";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0612";"B00.10.21";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0613";"B00.10.21";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0614";"B00.10.22";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0615";"B00.10.22";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0616";"B00.10.22";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0617";"B00.10.23";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
"SRC0618";"B00.10.23";"10 anni fa alluvione Nord-Ovest. fu inferno d'acqua – Piemonte e Valle d'Aosta";"ANSA";"News";"2010-10-13";"https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html";"ANSA 10th anniversary special report documenting the October 2000 alluvione. listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone."
"SRC0619";"B00.10.23";"Bridge collapses in Italy across the 21st century: survey and statistical analysis";"Journal Paper";"Scientific";"2025-01-01";"https://doi.org/10.1080/15732479.2025.2483500";"Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures."
"SRC0620";"B00.10.24";"Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale";"ARPA Piemonte";"Official/Technical";"2002-10-16";"https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf";"Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte. listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses."
