sep=;
map_ref;event_id;date;municipality;province;region;latitude;longitude;collapse_severity;triggered;specific_cause;source_confidence;structural_type;material_type;description
"";"B00.10.13";"2000-10-13";"Pinerolo";"Torino";"Piemonte";"44.8853074510205";"7.28264930626527";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a railway bridge over the Chisone stream near Pinerolo (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.14";"2000-10-13";"Giaveno";"Torino";"Piemonte";"45.0241";"7.355";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Sangone stream near Giaveno (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Sangone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"P1";"B00.10.15";"2000-10-13";"Castellamonte";"Torino";"Piemonte";"45.3590443263878";"7.71108119476556";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national road bridge (SS460) over the Orco stream near Castellamonte (Torino. Piemonte) on 13 October 2000, during the catastrophic alluvione. One person was killed at this specific bridge collapse. Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.16";"2000-10-13";"Noasca";"Torino";"Piemonte";"45.454";"7.314";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Orco stream near Noasca (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Orco area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.17";"2000-10-13";"Robassomero";"Torino";"Piemonte";"45.2043";"7.5724";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Stura di Lanzo near Robassomero (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Stura di Lanzo plain area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.18";"2000-10-13";"Salassa";"Torino";"Piemonte";"45.3592";"7.7117";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Orco stream near Salassa (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (SS460 area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.21";"2000-10-13";"Bardonecchia";"Torino";"Piemonte";"45.0786";"6.7105";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Bora di Bardonecchia near Bardonecchia (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (SS335 area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.22";"2000-10-13";"Bussoleno";"Torino";"Piemonte";"45.1382";"7.1432";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Dora Riparia near Bussoleno (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (SS25 Val Susa area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.23";"2000-10-13";"Bussoleno";"Torino";"Piemonte";"45.1281";"7.1635";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Dora Riparia near Bussoleno (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Susa area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.24";"2000-10-13";"Chialamberto";"Torino";"Piemonte";"45.3624";"7.3422";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Stura di Lanzo near Chialamberto (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Grande di Lanzo area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.25";"2000-10-13";"San Colombano";"Torino";"Piemonte";"45.1023290659492";"6.91276980813103";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Rio Galambra near San Colombano (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Canavese area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.26";"2000-10-13";"Fenestrelle";"Torino";"Piemonte";"45.0375";"7.0441";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge over the Chisone stream near Fenestrelle (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (SS23 area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.27";"2000-10-13";"Bonzo";"Torino";"Piemonte";"45.3674";"7.3014";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Stura di Lanzo near Bonzo (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Grande di Lanzo area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.28";"2000-10-13";"Locana";"Torino";"Piemonte";"45.4065";"7.5034";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a cycle-pedestrian bridge over the Orco stream near Locana (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Orco area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.29";"2000-10-13";"Noasca";"Torino";"Piemonte";"45.4317";"7.3668";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Orco stream near Noasca (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Orco area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.30";"2000-10-13";"Inverso Pinasca";"Torino";"Piemonte";"44.9429";"7.2215";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Chisone stream near Inverso Pinasca (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.31";"2000-10-13";"San Germano Chisone";"Torino";"Piemonte";"44.8674";"7.3348";"TC";"true";"Hydraulic";"High";"Truss";"Steel";"Total collapse of a railway bridge over the Chisone stream near San Germano Chisone (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.32";"2000-10-13";"Pont Canavese";"Torino";"Piemonte";"45.4149";"7.6132";"PC";"true";"Hydraulic";"High";"Truss";"Steel";"Total collapse of a railway bridge over the Orco stream near Pont Canavese (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Pont Canavese railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.33";"2000-10-13";"Pont Canavese";"Torino";"Piemonte";"45.4178";"7.5639";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Orco stream near Pont Canavese (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Pont Canavese area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.34";"2000-10-13";"Porte";"Torino";"Piemonte";"44.8897";"7.26";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Chisone stream near Porte (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.35";"2000-10-13";"San Benigno Canavese";"Torino";"Piemonte";"45.2412";"7.8103";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a motorway bridge over the Orco stream near San Benigno Canavese (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (A4 Torino-Milano area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.36";"2000-10-13";"Pragelato";"Torino";"Piemonte";"45.0302";"6.9602";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Chisone stream near Pragelato (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.37";"2000-10-13";"Quincinetto";"Torino";"Piemonte";"45.5703";"7.8055";"PC";"true";"Hydraulic";"High";"Truss";"Steel";"Total collapse of a railway bridge over the Dora Baltea river near Quincinetto (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Torino-Aosta railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.38";"2000-10-13";"San Germano Chisone";"Torino";"Piemonte";"44.9147";"7.2435";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Chisone stream near San Germano Chisone (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Val Chisone area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.39";"2000-10-13";"Pianetto";"Torino";"Piemonte";"45.5388";"7.5752";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a provincial bridge over the Soana stream near Pianetto (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Soana area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.40";"2000-10-13";"Alagna";"Torino";"Piemonte";"45.8477";"7.9395";"PC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Otro stream near Alagna Valsesia (Vercelli) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Valle Otro area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B00.10.43";"2000-10-13";"Comune di Strambino";"Torino";"Piemonte";"45.4133";"7.8924";"TC";"true";"Hydraulic";"High";"Beam bridge";"Steel";"Total collapse of a railway bridge over the Chiusella stream near Strambino (Torino) on 13-16 October 2000. as part of the catastrophic alluvione. Documented in the ARPA Piemonte official report (Canavese railway area). Total collapse during the catastrophic alluvione of 13-16 October 2000 that struck over 50% of Piemonte, causing more than 1,800 documented damage events. The ARPA Piemonte report (2003) explicitly documents multiple bridge collapses across the Stura di Lanzo, Orco, Chisone, Dora Riparia, Dora Baltea and Po basins. The event is comparable in scale to the 1994 alluvione del Piemonte. No fatalities directly attributed to this specific collapse."
"";"B05.11.01";"2005-11-15";"Villanova d'Asti";"Torino";"Piemonte";"44.963093";"7.948959";"TC";"false";"Design and Construction";"High";"Overpass";"Steel";"Total collapse of a cycle-pedestrian overpass over the Turin-Genoa railway line near Villanova d'Asti (Asti. Piemonte) on 15 November 2005. The collapse was spontaneous (triggered=FALSE), caused by design and construction defects rather than an external trigger, and two people were injured. The overpass carried a cycle-pedestrian path over the active railway line. The event prompted RFI and local authorities to inspect similar structures in the Asti province."
"";"B08.05.02";"2008-05-29";"Usseglio";"Torino";"Piemonte";"45.2305";"7.2173";"TC";"true";"Hydraulic";"Medium";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge over the Stura di Viù stream near Usseglio (Torino. Piemonte) on 29 May 2008, triggered by intense rainfall causing the mountain stream to overflow. Usseglio is a high-altitude municipality in the Valli di Lanzo in the Turin Alps. No fatalities or injuries were reported."
"";"B11.11.01";"2011-11-06";"Torre Pellice";"Torino";"Piemonte";"44.817";"7.2062";"TC";"true";"Hydraulic";"High";"Beam bridge";"Reinforced concrete";"Total collapse of a national bridge near Torre Pellice (Piemonte) on 6 November 2011 following severe hydraulic phenomena associated with flooding of the Pellice river. No fatalities or injuries were reported."
"";"B17.06.01";"2017-06-15";"Strambino";"Torino";"Piemonte";"45.4052";"7.9041";"TC";"true";"Hydraulic";"High";"Arch bridge";"Masonry";"Total collapse of a municipal bridge over the Chiusella stream near Strambino (Torino. Piemonte) on 15 June 2017, caused by hydraulic forces during a flood event. The Chiusella and its confluence with the Dora Baltea near Strambino is a recurrently flood-prone area with a documented history of bridge and infrastructure damage. No fatalities or injuries were reported."
"";"B24.09.01";"2024-09-05";"Mattie";"Torino";"Piemonte";"45.1264";"7.137";"TC";"true";"Hydraulic";"Medium";"Beam bridge";"Reinforced concrete";"Total collapse of a municipal bridge near Mattie (Piedmont) on 5 September 2024 following severe hydraulic phenomena associated with intense rainfall and flooding of the Gerardo stream. No fatalities or injuries were reported."
